"","YaleID","Accession.ID"
"4920","Yale-23331","EPI_ISL_16196387"
"4921","Yale-23320","EPI_ISL_16196376"
"4922","Yale-23324","EPI_ISL_16196380"
"4923","Yale-23330","EPI_ISL_16196386"
"4924","Yale-23333","EPI_ISL_16196389"
"4925","Yale-23329","EPI_ISL_16196385"
"4926","Yale-23328","EPI_ISL_16196384"
"4927","Yale-23335","EPI_ISL_16196391"
"4928","Yale-23336","EPI_ISL_16196392"
"4929","Yale-23339","EPI_ISL_16196395"
"4930","Yale-23378","EPI_ISL_16388889"
"4931","Yale-23337","EPI_ISL_16196393"
"4932","Yale-23374","EPI_ISL_16388885"
"4933","Yale-23356","EPI_ISL_16388870"
"4934","Yale-23382","EPI_ISL_16388893"
"4935","Yale-23389","EPI_ISL_16388900"
"4936","Yale-23388","EPI_ISL_16388899"
"4937","Yale-23386","EPI_ISL_16388897"
"4938","Yale-23390","EPI_ISL_16388901"
"4939","Yale-23368","EPI_ISL_16388881"
"4940","Yale-23391","EPI_ISL_16388902"
"4941","Yale-23395","EPI_ISL_16388906"
"4942","Yale-23392","EPI_ISL_16388903"
"4943","Yale-23402","EPI_ISL_16388913"
"4944","Yale-23403","EPI_ISL_16388914"
"4945","Yale-23419","EPI_ISL_16388929"
"4946","Yale-23411","EPI_ISL_16388922"
"4947","Yale-23408","EPI_ISL_16388919"
"4948","Yale-23413","EPI_ISL_16388924"
"4949","Yale-23399","EPI_ISL_16388910"
"4950","Yale-23425","EPI_ISL_16388933"
"4951","Yale-23427","EPI_ISL_16388935"
"4952","Yale-23420","EPI_ISL_16388930"
"4953","Yale-23438","EPI_ISL_16388946"
"4954","Yale-23439","EPI_ISL_16388947"
"4955","Yale-23436","EPI_ISL_16388944"
"4956","Yale-23440","EPI_ISL_16388948"
"4957","Yale-23434","EPI_ISL_16388942"
"4958","Yale-23441","EPI_ISL_16388949"
"4959","Yale-23442","EPI_ISL_16388950"
"4960","Yale-23446","EPI_ISL_16388953"
"4961","Yale-23448","EPI_ISL_16388955"
"4962","Yale-23449","EPI_ISL_16388956"
"4963","Yale-23433","EPI_ISL_16388941"
"4964","Yale-23445","EPI_ISL_16388952"
"4965","Yale-23447","EPI_ISL_16388954"
"4966","Yale-23451","EPI_ISL_16388958"
"4967","Yale-23457","EPI_ISL_16388964"
"4968","Yale-23454","EPI_ISL_16388961"
"4969","Yale-23455","EPI_ISL_16388962"
"4970","Yale-23461","EPI_ISL_16388968"
"4971","Yale-23456","EPI_ISL_16388963"
"4972","Yale-23460","EPI_ISL_16388967"
"4973","Yale-23469","EPI_ISL_16388976"
"4974","Yale-23464","EPI_ISL_16388971"
"4975","Yale-23468","EPI_ISL_16388975"
"4976","Yale-23465","EPI_ISL_16388972"
"4977","Yale-23473","EPI_ISL_16388980"
"4978","Yale-23463","EPI_ISL_16388970"
"4979","Yale-23467","EPI_ISL_16388974"
"4980","Yale-23477","EPI_ISL_16388984"
"4981","Yale-23485","EPI_ISL_16388992"
"4982","Yale-23472","EPI_ISL_16388979"
"4983","Yale-23483","EPI_ISL_16388990"
"4984","Yale-23481","EPI_ISL_16388988"
"4985","Yale-23486","EPI_ISL_16388993"
"4986","Yale-23476","EPI_ISL_16388983"
"4987","Yale-23488","EPI_ISL_16388994"
"4988","Yale-23493","EPI_ISL_16388999"
"4989","Yale-23497","EPI_ISL_16389003"
"4990","Yale-23489","EPI_ISL_16388995"
"4991","Yale-23490","EPI_ISL_16388996"
"4992","Yale-23500","EPI_ISL_16389006"
"4993","Yale-23492","EPI_ISL_16388998"
"4994","Yale-23499","EPI_ISL_16389005"
"4995","Yale-23507","EPI_ISL_16389012"
"4996","Yale-23491","EPI_ISL_16388997"
"4997","Yale-23505","EPI_ISL_16389010"
"4998","Yale-23508","EPI_ISL_16389013"
"4999","Yale-23514","EPI_ISL_16389019"
"5000","Yale-23517","EPI_ISL_16389022"
"5001","Yale-23506","EPI_ISL_16389011"
"5002","Yale-23515","EPI_ISL_16389020"
"5003","Yale-23512","EPI_ISL_16389017"
"5004","Yale-23524","EPI_ISL_16389029"
"5005","Yale-23525","EPI_ISL_16389030"
"5006","Yale-23522","EPI_ISL_16389027"
"5007","Yale-23626","EPI_ISL_16545931"
"5008","Yale-23520","EPI_ISL_16389025"
"5009","Yale-23521","EPI_ISL_16389026"
"5010","Yale-23619","EPI_ISL_16545924"
"5011","Yale-23623","EPI_ISL_16545928"
"5012","Yale-23631","EPI_ISL_16545936"
"5013","Yale-23627","EPI_ISL_16545932"
"5014","Yale-23638","EPI_ISL_16545943"
"5015","Yale-23628","EPI_ISL_16545933"
"5016","Yale-23635","EPI_ISL_16545940"
"5017","Yale-23639","EPI_ISL_16545944"
"5018","Yale-23644","EPI_ISL_16545949"
"5019","Yale-23643","EPI_ISL_16545948"
"5020","Yale-23647","EPI_ISL_16545952"
"5021","Yale-23650","EPI_ISL_16545955"
"5022","Yale-23659","EPI_ISL_16545964"
"5023","Yale-23652","EPI_ISL_16545957"
"5024","Yale-23654","EPI_ISL_16545959"
"5025","Yale-23655","EPI_ISL_16545960"
"5026","Yale-23653","EPI_ISL_16545958"
"5027","Yale-23646","EPI_ISL_16545951"
"5028","Yale-23658","EPI_ISL_16545963"
"5029","Yale-23661","EPI_ISL_16545966"
"5030","Yale-23663","EPI_ISL_16545968"
"5031","Yale-23662","EPI_ISL_16545967"
"5032","Yale-23667","EPI_ISL_16545972"
"5033","Yale-23669","EPI_ISL_16545974"
"5034","Yale-23671","EPI_ISL_16545976"
"5035","Yale-23678","EPI_ISL_16545983"
"5036","Yale-23677","EPI_ISL_16545982"
"5037","Yale-23679","EPI_ISL_16545984"
"5038","Yale-23683","EPI_ISL_16545988"
"5039","Yale-23686","EPI_ISL_16545991"
"5040","Yale-23691","EPI_ISL_16545996"
"5041","Yale-23685","EPI_ISL_16545990"
"5042","Yale-23689","EPI_ISL_16545994"
"5043","Yale-23694","EPI_ISL_16545999"
"5044","Yale-23697","EPI_ISL_16546002"
"5045","Yale-23693","EPI_ISL_16545998"
"5046","Yale-23701","EPI_ISL_16546006"
"5047","Yale-23709","EPI_ISL_16546014"
"5048","Yale-23705","EPI_ISL_16546010"
"5049","Yale-23530","EPI_ISL_16546037"
"5050","Yale-23531","EPI_ISL_16546038"
"5051","Yale-23537","EPI_ISL_16546044"
"5052","Yale-23529","EPI_ISL_16546036"
"5053","Yale-23542","EPI_ISL_16546049"
"5054","Yale-23551","EPI_ISL_16546058"
"5055","Yale-23534","EPI_ISL_16546041"
"5056","Yale-23546","EPI_ISL_16546053"
"5057","Yale-23543","EPI_ISL_16546050"
"5058","Yale-23557","EPI_ISL_16546064"
"5059","Yale-23554","EPI_ISL_16546061"
"5060","Yale-23566","EPI_ISL_16546073"
"5061","Yale-23564","EPI_ISL_16546071"
"5062","Yale-23562","EPI_ISL_16546069"
"5063","Yale-23568","EPI_ISL_16546075"
"5064","Yale-23565","EPI_ISL_16546072"
"5065","Yale-23573","EPI_ISL_16546080"
"5066","Yale-23570","EPI_ISL_16546077"
"5067","Yale-23576","EPI_ISL_16546083"
"5068","Yale-23577","EPI_ISL_16546084"
"5069","Yale-23575","EPI_ISL_16546082"
"5070","Yale-23574","EPI_ISL_16546081"
"5071","Yale-23578","EPI_ISL_16546085"
"5072","Yale-23581","EPI_ISL_16546088"
"5073","Yale-23585","EPI_ISL_16546092"
"5074","Yale-23589","EPI_ISL_16546096"
"5075","Yale-23583","EPI_ISL_16546090"
"5076","Yale-23592","EPI_ISL_16546099"
"5077","Yale-23582","EPI_ISL_16546089"
"5078","Yale-23593","EPI_ISL_16546100"
"5079","Yale-23591","EPI_ISL_16546098"
"5080","Yale-23597","EPI_ISL_16546104"
"5081","Yale-23602","EPI_ISL_16546109"
"5082","Yale-23594","EPI_ISL_16546101"
"5083","Yale-23601","EPI_ISL_16546108"
"5084","Yale-23606","EPI_ISL_16546113"
"5085","Yale-23598","EPI_ISL_16546105"
"5086","Yale-23609","EPI_ISL_16546116"
"5087","Yale-23607","EPI_ISL_16546114"
"5088","Yale-23608","EPI_ISL_16546115"
"5089","Yale-23613","EPI_ISL_16546120"
"5090","Yale-23618","EPI_ISL_16546125"
"5091","Yale-23617","EPI_ISL_16546124"
"5092","Yale-23610","EPI_ISL_16546117"
"5093","Yale-23718","EPI_ISL_16643630"
"5094","Yale-23714","EPI_ISL_16643626"
"5095","Yale-23721","EPI_ISL_16643633"
"5096","Yale-23717","EPI_ISL_16643629"
"5097","Yale-23728","EPI_ISL_16643640"
"5098","Yale-23730","EPI_ISL_16643642"
"5099","Yale-23726","EPI_ISL_16643638"
"5100","Yale-23725","EPI_ISL_16643637"
"5101","Yale-23729","EPI_ISL_16643641"
"5102","Yale-23734","EPI_ISL_16643646"
"5103","Yale-23731","EPI_ISL_16643643"
"5104","Yale-23739","EPI_ISL_16643651"
"5105","Yale-23741","EPI_ISL_16643653"
"5106","Yale-23733","EPI_ISL_16643645"
"5107","Yale-23736","EPI_ISL_16643648"
"5108","Yale-23742","EPI_ISL_16643654"
"5109","Yale-23744","EPI_ISL_16643656"
"5110","Yale-23752","EPI_ISL_16643664"
"5111","Yale-23746","EPI_ISL_16643658"
"5112","Yale-23745","EPI_ISL_16643657"
"5113","Yale-23751","EPI_ISL_16643663"
"5114","Yale-23747","EPI_ISL_16643659"
"5115","Yale-23748","EPI_ISL_16643660"
"5116","Yale-23754","EPI_ISL_16643666"
"5117","Yale-23756","EPI_ISL_16643668"
"5118","Yale-23749","EPI_ISL_16643661"
"5119","Yale-23759","EPI_ISL_16643671"
"5120","Yale-23760","EPI_ISL_16643672"
"5121","Yale-23755","EPI_ISL_16643667"
"5122","Yale-23753","EPI_ISL_16643665"
"5123","Yale-23761","EPI_ISL_16643673"
"5124","Yale-23763","EPI_ISL_16643675"
"5125","Yale-23765","EPI_ISL_16643677"
"5126","Yale-23762","EPI_ISL_16643674"
"5127","Yale-23769","EPI_ISL_16643681"
"5128","Yale-23764","EPI_ISL_16643676"
"5129","Yale-23767","EPI_ISL_16643679"
"5130","Yale-23771","EPI_ISL_16643683"
"5131","Yale-23773","EPI_ISL_16643685"
"5132","Yale-23776","EPI_ISL_16643688"
"5133","Yale-23775","EPI_ISL_16643687"
"5134","Yale-23777","EPI_ISL_16643689"
"5135","Yale-23772","EPI_ISL_16643684"
"5136","Yale-23778","EPI_ISL_16643690"
"5137","Yale-23780","EPI_ISL_16643692"
"5138","Yale-23779","EPI_ISL_16643691"
"5139","Yale-23787","EPI_ISL_16643699"
"5140","Yale-23784","EPI_ISL_16643696"
"5141","Yale-23785","EPI_ISL_16643697"
"5142","Yale-23789","EPI_ISL_16643701"
"5143","Yale-23791","EPI_ISL_16643703"
"5144","Yale-23797","EPI_ISL_16643709"
"5145","Yale-23795","EPI_ISL_16643707"
"5146","Yale-23800","EPI_ISL_16643712"
"5147","Yale-23811","EPI_ISL_16732002"
"5148","Yale-23792","EPI_ISL_16643704"
"5149","Yale-23816","EPI_ISL_16732007"
"5150","Yale-23814","EPI_ISL_16732005"
"5151","Yale-23812","EPI_ISL_16732003"
"5152","Yale-23819","EPI_ISL_16732010"
"5153","Yale-23815","EPI_ISL_16732006"
"5154","Yale-23820","EPI_ISL_16732011"
"5155","Yale-23822","EPI_ISL_16732013"
"5156","Yale-23827","EPI_ISL_16732018"
"5157","Yale-23824","EPI_ISL_16732015"
"5158","Yale-23828","EPI_ISL_16732019"
"5159","Yale-23823","EPI_ISL_16732014"
"5160","Yale-23836","EPI_ISL_16732026"
"5161","Yale-23830","EPI_ISL_16732021"
"5162","Yale-23837","EPI_ISL_16732027"
"5163","Yale-23835","EPI_ISL_16732025"
"5164","Yale-23831","EPI_ISL_16732022"
"5165","Yale-23838","EPI_ISL_16732028"
"5166","Yale-23840","EPI_ISL_16732030"
"5167","Yale-23839","EPI_ISL_16732029"
"5168","Yale-23843","EPI_ISL_16732033"
"5169","Yale-23851","EPI_ISL_16732041"
"5170","Yale-23847","EPI_ISL_16732037"
"5171","Yale-23846","EPI_ISL_16732036"
"5172","Yale-23856","EPI_ISL_16732046"
"5173","Yale-23855","EPI_ISL_16732045"
"5174","Yale-23852","EPI_ISL_16732042"
"5175","Yale-23854","EPI_ISL_16732044"
"5176","Yale-23860","EPI_ISL_16732050"
"5177","Yale-23861","EPI_ISL_16732051"
"5178","Yale-23862","EPI_ISL_16732052"
"5179","Yale-23864","EPI_ISL_16732054"
"5180","Yale-23863","EPI_ISL_16732053"
"5181","Yale-23870","EPI_ISL_16732060"
"5182","Yale-23869","EPI_ISL_16732059"
"5183","Yale-23877","EPI_ISL_16732067"
"5184","Yale-23871","EPI_ISL_16732061"
"5185","Yale-23879","EPI_ISL_16732069"
"5186","Yale-23886","EPI_ISL_16732076"
"5187","Yale-23885","EPI_ISL_16732075"
"5188","Yale-23892","EPI_ISL_16732082"
"5189","Yale-23899","EPI_ISL_16732089"
"5190","Yale-23895","EPI_ISL_16732085"
"5191","Yale-22875","EPI_ISL_16824188"
"5192","Yale-23902","EPI_ISL_16732092"
"5193","Yale-23894","EPI_ISL_16732084"
"5194","Yale-22878","EPI_ISL_16824191"
"5195","Yale-23903","EPI_ISL_16732093"
"5196","Yale-22880","EPI_ISL_16824193"
"5197","Yale-22883","EPI_ISL_16824196"
"5198","Yale-22876","EPI_ISL_16824189"
"5199","Yale-22888","EPI_ISL_16824201"
"5200","Yale-22882","EPI_ISL_16824195"
"5201","Yale-22879","EPI_ISL_16824192"
"5202","Yale-22890","EPI_ISL_16824203"
"5203","Yale-22881","EPI_ISL_16824194"
"5204","Yale-22885","EPI_ISL_16824198"
"5205","Yale-22893","EPI_ISL_16824206"
"5206","Yale-22892","EPI_ISL_16824205"
"5207","Yale-22899","EPI_ISL_16824212"
"5208","Yale-22898","EPI_ISL_16824211"
"5209","Yale-22894","EPI_ISL_16824207"
"5210","Yale-22897","EPI_ISL_16824210"
"5211","Yale-22905","EPI_ISL_16824218"
"5212","Yale-22896","EPI_ISL_16824209"
"5213","Yale-22889","EPI_ISL_16824202"
"5214","Yale-22909","EPI_ISL_16824221"
"5215","Yale-22901","EPI_ISL_16824214"
"5216","Yale-22906","EPI_ISL_16824219"
"5217","Yale-22908","EPI_ISL_16824220"
"5218","Yale-22910","EPI_ISL_16824222"
"5219","Yale-22916","EPI_ISL_16824227"
"5220","Yale-22912","EPI_ISL_16824224"
"5221","Yale-22915","EPI_ISL_16824226"
"5222","Yale-22923","EPI_ISL_16824234"
"5223","Yale-22917","EPI_ISL_16824228"
"5224","Yale-22921","EPI_ISL_16824232"
"5225","Yale-22920","EPI_ISL_16824231"
"5226","Yale-22913","EPI_ISL_16824225"
"5227","Yale-22924","EPI_ISL_16824235"
"5228","Yale-22928","EPI_ISL_16824239"
"5229","Yale-22925","EPI_ISL_16824236"
"5230","Yale-22926","EPI_ISL_16824237"
"5231","Yale-22936","EPI_ISL_16824247"
"5232","Yale-22932","EPI_ISL_16824243"
"5233","Yale-22927","EPI_ISL_16824238"
"5234","Yale-22931","EPI_ISL_16824242"
"5235","Yale-22934","EPI_ISL_16824245"
"5236","Yale-22933","EPI_ISL_16824244"
"5237","Yale-22929","EPI_ISL_16824240"
"5238","Yale-22945","EPI_ISL_16824256"
"5239","Yale-22939","EPI_ISL_16824250"
"5240","Yale-22941","EPI_ISL_16824252"
"5241","Yale-22949","EPI_ISL_16824260"
"5242","Yale-22948","EPI_ISL_16824259"
"5243","Yale-22950","EPI_ISL_16824261"
"5244","Yale-22944","EPI_ISL_16824255"
"5245","Yale-22947","EPI_ISL_16824258"
"5246","Yale-22937","EPI_ISL_16824248"
"5247","Yale-22953","EPI_ISL_16824264"
"5248","Yale-22952","EPI_ISL_16824263"
"5249","Yale-22955","EPI_ISL_16824266"
"5250","Yale-22957","EPI_ISL_16824268"
"5251","Yale-22958","EPI_ISL_16824269"
"5252","Yale-23925","EPI_ISL_16863206"
"5253","Yale-22965","EPI_ISL_16824276"
"5254","Yale-23917","EPI_ISL_16863203"
"5255","Yale-23927","EPI_ISL_16863207"
"5256","Yale-22967","EPI_ISL_16824278"
"5257","Yale-23958","EPI_ISL_16863213"
"5258","Yale-23957","EPI_ISL_16863212"
"5259","Yale-23920","EPI_ISL_16863204"
"5260","Yale-23949","EPI_ISL_16863211"
"5261","Yale-23968","EPI_ISL_16863217"
"5262","Yale-23973","EPI_ISL_16863218"
"5263","Yale-23978","EPI_ISL_16863219"
"5264","Yale-23961","EPI_ISL_16863214"
"5265","Yale-23965","EPI_ISL_16863216"
"5266","Yale-23991","EPI_ISL_16863224"
"5267","Yale-23984","EPI_ISL_16863221"
"5268","Yale-23993","EPI_ISL_16863222"
"5269","Yale-23938","EPI_ISL_16863227"
"5270","Yale-23929","EPI_ISL_16863226"
"5271","Yale-23907","EPI_ISL_16863231"
"5272","Yale-23911","EPI_ISL_16863235"
"5273","Yale-23906","EPI_ISL_16863230"
"5274","Yale-23909","EPI_ISL_16863233"
"5275","Yale-23914","EPI_ISL_16863238"
"5276","Yale-23915","EPI_ISL_16863239"
"5277","Yale-23922","EPI_ISL_16863243"
"5278","Yale-23931","EPI_ISL_16863247"
"5279","Yale-23921","EPI_ISL_16863242"
"5280","Yale-23939","EPI_ISL_16863251"
"5281","Yale-23946","EPI_ISL_16863258"
"5282","Yale-23944","EPI_ISL_16863256"
"5283","Yale-23945","EPI_ISL_16863257"
"5284","Yale-23952","EPI_ISL_16863263"
"5285","Yale-23950","EPI_ISL_16863261"
"5286","Yale-23955","EPI_ISL_16863265"
"5287","Yale-23953","EPI_ISL_16863264"
"5288","Yale-23947","EPI_ISL_16863259"
"5289","Yale-23960","EPI_ISL_16863268"
"5290","Yale-23972","EPI_ISL_16863274"
"5291","Yale-23962","EPI_ISL_16863269"
"5292","Yale-23970","EPI_ISL_16863273"
"5293","Yale-23974","EPI_ISL_16863275"
"5294","Yale-23981","EPI_ISL_16863281"
"5295","Yale-23964","EPI_ISL_16863270"
"5296","Yale-23982","EPI_ISL_16863282"
"5297","Yale-23985","EPI_ISL_16863283"
"5298","Yale-23988","EPI_ISL_16863286"
"5299","Yale-23996","EPI_ISL_16863291"
"5300","Yale-24000","EPI_ISL_16910989"
"5301","Yale-23954","EPI_ISL_16863292"
"5302","Yale-23994","EPI_ISL_16863289"
"5303","Yale-24004","EPI_ISL_16910992"
"5304","Yale-24001","EPI_ISL_16910990"
"5305","Yale-24011","EPI_ISL_16910998"
"5306","Yale-24005","EPI_ISL_16910993"
"5307","Yale-24013","EPI_ISL_16911000"
"5308","Yale-24009","EPI_ISL_16910997"
"5309","Yale-24014","EPI_ISL_16911001"
"5310","Yale-24021","EPI_ISL_16911008"
"5311","Yale-24020","EPI_ISL_16911007"
"5312","Yale-24016","EPI_ISL_16911003"
"5313","Yale-24022","EPI_ISL_16911009"
"5314","Yale-24024","EPI_ISL_16911011"
"5315","Yale-24027","EPI_ISL_16911014"
"5316","Yale-24025","EPI_ISL_16911012"
"5317","Yale-24032","EPI_ISL_16911019"
"5318","Yale-24034","EPI_ISL_16911021"
"5319","Yale-24029","EPI_ISL_16911016"
"5320","Yale-24035","EPI_ISL_16911022"
"5321","Yale-24028","EPI_ISL_16911015"
"5322","Yale-24033","EPI_ISL_16911020"
"5323","Yale-24036","EPI_ISL_16911023"
"5324","Yale-24030","EPI_ISL_16911017"
"5325","Yale-24031","EPI_ISL_16911018"
"5326","Yale-24038","EPI_ISL_16911025"
"5327","Yale-24044","EPI_ISL_16911031"
"5328","Yale-24042","EPI_ISL_16911029"
"5329","Yale-24051","EPI_ISL_16911038"
"5330","Yale-24045","EPI_ISL_16911032"
"5331","Yale-24046","EPI_ISL_16911033"
"5332","Yale-24043","EPI_ISL_16911030"
"5333","Yale-24052","EPI_ISL_16911039"
"5334","Yale-24047","EPI_ISL_16911034"
"5335","Yale-24048","EPI_ISL_16911035"
"5336","Yale-24054","EPI_ISL_16911041"
"5337","Yale-24059","EPI_ISL_16911046"
"5338","Yale-24056","EPI_ISL_16911043"
"5339","Yale-24061","EPI_ISL_16911048"
"5340","Yale-24055","EPI_ISL_16911042"
"5341","Yale-24062","EPI_ISL_16911049"
"5342","Yale-24058","EPI_ISL_16911045"
"5343","Yale-24066","EPI_ISL_16911053"
"5344","Yale-24063","EPI_ISL_16911050"
"5345","Yale-24075","EPI_ISL_16911062"
"5346","Yale-24074","EPI_ISL_16911061"
"5347","Yale-24070","EPI_ISL_16911057"
"5348","Yale-24069","EPI_ISL_16911056"
"5349","Yale-7749","EPI_ISL_3693241"
"5350","Yale-7759","EPI_ISL_3693250"
"5351","Yale-7765","EPI_ISL_3693256"
"5352","Yale-7727","EPI_ISL_3693219"
"5353","Yale-7738","EPI_ISL_3693230"
"5354","Yale-7721","EPI_ISL_3693213"
"5355","Yale-7741","EPI_ISL_3693233"
"5356","Yale-7723","EPI_ISL_3693215"
"5357","Yale-7720","EPI_ISL_3693212"
"5358","Yale-7715","EPI_ISL_3693207"
"5359","Yale-7713","EPI_ISL_3693205"
"5360","Yale-7710","EPI_ISL_3693202"
"5361","Yale-7696","EPI_ISL_3693189"
"5362","Yale-7667","EPI_ISL_3693165"
"5363","Yale-7658","EPI_ISL_3693156"
"5364","Yale-7665","EPI_ISL_3693163"
"5365","Yale-7664","EPI_ISL_3693162"
"5366","Yale-7671","EPI_ISL_3693167"
"5367","Yale-7679","EPI_ISL_3693173"
"5368","Yale-7657","EPI_ISL_3693155"
"5369","Yale-7666","EPI_ISL_3693164"
"5370","Yale-7631","EPI_ISL_3693130"
"5371","Yale-7646","EPI_ISL_3693145"
"5372","Yale-7630","EPI_ISL_3693129"
"5373","Yale-7619","EPI_ISL_3693118"
"5374","Yale-7623","EPI_ISL_3693122"
"5375","Yale-7622","EPI_ISL_3693121"
"5376","Yale-7625","EPI_ISL_3693124"
"5377","Yale-7620","EPI_ISL_3693119"
"5378","Yale-7615","EPI_ISL_3693114"
"5379","Yale-7618","EPI_ISL_3693117"
"5380","Yale-7608","EPI_ISL_3693107"
"5381","Yale-7610","EPI_ISL_3693109"
"5382","Yale-7611","EPI_ISL_3693110"
"5383","Yale-7600","EPI_ISL_3693099"
"5384","Yale-7754","EPI_ISL_3693080"
"5385","Yale-7584","EPI_ISL_3693083"
"5386","Yale-7588","EPI_ISL_3693087"
"5387","Yale-7583","EPI_ISL_3693082"
"5388","Yale-7467","EPI_ISL_3670136"
"5389","Yale-8468","EPI_ISL_3841766"
"5390","Yale-7763","EPI_ISL_3693254"
"5391","Yale-8435","EPI_ISL_3841807"
"5392","Yale-7748","EPI_ISL_3693240"
"5393","Yale-7594","EPI_ISL_3693093"
"5394","Yale-7760","EPI_ISL_3693251"
"5395","Yale-7719","EPI_ISL_3693211"
"5396","Yale-7734","EPI_ISL_3693226"
"5397","Yale-7735","EPI_ISL_3693227"
"5398","Yale-7712","EPI_ISL_3693204"
"5399","Yale-7726","EPI_ISL_3693218"
"5400","Yale-7700","EPI_ISL_3693192"
"5401","Yale-7698","EPI_ISL_3693191"
"5402","Yale-7716","EPI_ISL_3693208"
"5403","Yale-7676","EPI_ISL_3693171"
"5404","Yale-7647","EPI_ISL_3693146"
"5405","Yale-7661","EPI_ISL_3693159"
"5406","Yale-7709","EPI_ISL_3693201"
"5407","Yale-7654","EPI_ISL_3693153"
"5408","Yale-7668","EPI_ISL_3693166"
"5409","Yale-7624","EPI_ISL_3693123"
"5410","Yale-7655","EPI_ISL_3693154"
"5411","Yale-7616","EPI_ISL_3693115"
"5412","Yale-7617","EPI_ISL_3693116"
"5413","Yale-7598","EPI_ISL_3693097"
"5414","Yale-7593","EPI_ISL_3693092"
"5415","Yale-7601","EPI_ISL_3693100"
"5416","Yale-9313","EPI_ISL_4198195"
"5417","Yale-7586","EPI_ISL_3693085"
"5418","Yale-7585","EPI_ISL_3693084"
"5419","Yale-7587","EPI_ISL_3693086"
"5420","Yale-8708","EPI_ISL_4006037"
"5421","Yale-7621","EPI_ISL_3693120"
"5422","Yale-9298","EPI_ISL_4198180"
"5423","Yale-9285","EPI_ISL_4198167"
"5424","Yale-9284","EPI_ISL_4198166"
"5425","Yale-9288","EPI_ISL_4198170"
"5426","Yale-9280","EPI_ISL_4198162"
"5427","Yale-9310","EPI_ISL_4198192"
"5428","Yale-9283","EPI_ISL_4198165"
"5429","Yale-9278","EPI_ISL_4198160"
"5430","Yale-9281","EPI_ISL_4198163"
"5431","Yale-9275","EPI_ISL_4198157"
"5432","Yale-9287","EPI_ISL_4198169"
"5433","Yale-9279","EPI_ISL_4198161"
"5434","Yale-9274","EPI_ISL_4198156"
"5435","Yale-9265","EPI_ISL_4198147"
"5436","Yale-9252","EPI_ISL_4198134"
"5437","Yale-9244","EPI_ISL_4198126"
"5438","Yale-9258","EPI_ISL_4198140"
"5439","Yale-9246","EPI_ISL_4198128"
"5440","Yale-9232","EPI_ISL_4198003"
"5441","Yale-9223","EPI_ISL_4197999"
"5442","Yale-9147","EPI_ISL_4198121"
"5443","Yale-9219","EPI_ISL_4197995"
"5444","Yale-9206","EPI_ISL_4197982"
"5445","Yale-9195","EPI_ISL_4197974"
"5446","Yale-9212","EPI_ISL_4197988"
"5447","Yale-9224","EPI_ISL_4198000"
"5448","Yale-9198","EPI_ISL_4197975"
"5449","Yale-9210","EPI_ISL_4197986"
"5450","Yale-9201","EPI_ISL_4197978"
"5451","Yale-9191","EPI_ISL_4197971"
"5452","Yale-9188","EPI_ISL_4197968"
"5453","Yale-9184","EPI_ISL_4197964"
"5454","Yale-9179","EPI_ISL_4197959"
"5455","Yale-9178","EPI_ISL_4197958"
"5456","Yale-9193","EPI_ISL_4197973"
"5457","Yale-9174","EPI_ISL_4197956"
"5458","Yale-9144","EPI_ISL_4197930"
"5459","Yale-9165","EPI_ISL_4197947"
"5460","Yale-9173","EPI_ISL_4197955"
"5461","Yale-9151","EPI_ISL_4197935"
"5462","Yale-9152","EPI_ISL_4197936"
"5463","Yale-9140","EPI_ISL_4197928"
"5464","Yale-9139","EPI_ISL_4197927"
"5465","Yale-9180","EPI_ISL_4197960"
"5466","Yale-9133","EPI_ISL_4197922"
"5467","Yale-9126","EPI_ISL_4197916"
"5468","Yale-9011","EPI_ISL_4197774"
"5469","Yale-9016","EPI_ISL_4197778"
"5470","Yale-9128","EPI_ISL_4197917"
"5471","Yale-9027","EPI_ISL_4197789"
"5472","Yale-8999","EPI_ISL_4197763"
"5473","Yale-8991","EPI_ISL_4197756"
"5474","Yale-9001","EPI_ISL_4197765"
"5475","Yale-8987","EPI_ISL_4197752"
"5476","Yale-8984","EPI_ISL_4197749"
"5477","Yale-9009","EPI_ISL_4197772"
"5478","Yale-8980","EPI_ISL_4197745"
"5479","Yale-8981","EPI_ISL_4197746"
"5480","Yale-8983","EPI_ISL_4197748"
"5481","Yale-8968","EPI_ISL_4197733"
"5482","Yale-8972","EPI_ISL_4197737"
"5483","Yale-8967","EPI_ISL_4197732"
"5484","Yale-8959","EPI_ISL_4197724"
"5485","Yale-8966","EPI_ISL_4197731"
"5486","Yale-8960","EPI_ISL_4197725"
"5487","Yale-8963","EPI_ISL_4197728"
"5488","Yale-8958","EPI_ISL_4197723"
"5489","Yale-8946","EPI_ISL_4197711"
"5490","Yale-8950","EPI_ISL_4197715"
"5491","Yale-8956","EPI_ISL_4197721"
"5492","Yale-8948","EPI_ISL_4197713"
"5493","Yale-8940","EPI_ISL_4197705"
"5494","Yale-8934","EPI_ISL_4197699"
"5495","Yale-8936","EPI_ISL_4197701"
"5496","Yale-8926","EPI_ISL_4197691"
"5497","Yale-8924","EPI_ISL_4197689"
"5498","Yale-8929","EPI_ISL_4197694"
"5499","Yale-8925","EPI_ISL_4197690"
"5500","Yale-8914","EPI_ISL_4197679"
"5501","Yale-8913","EPI_ISL_4197678"
